dataset,seed,patient_idx,method,success,latency_sec,cvr_hard,cvr_full,effort,kde
nhanes,0,145,GrowingSpheres,True,0.0009387090103700757,1.0,1.0,8.136074213974512,-8.757925067953993
nhanes,0,150,DiCE,True,0.0019677079981192946,1.0,1.0,4.756885528564453,-9.077626765621662
nhanes,0,150,FACE,True,0.045310167013667524,1.0,1.0,5.870840549468994,-7.946740869358128
nhanes,0,150,GrowingSpheres,True,0.0006654169992543757,1.0,1.0,4.9012107831742355,-9.856503107256511
nhanes,0,151,DiCE,True,0.0017708340310491621,1.0,1.0,3.8169751167297363,-10.30255848908416
nhanes,0,151,FACE,True,0.045397415990009904,1.0,1.0,4.910151958465576,-7.785740178315608
nhanes,0,151,GrowingSpheres,True,0.0005911250482313335,1.0,1.0,4.075622481637681,-8.852400839514118
nhanes,0,153,DiCE,False,0.014924666960723698,,,,
nhanes,0,153,FACE,True,0.04530425003031269,1.0,1.0,8.224205017089844,-8.75347488510924
nhanes,0,153,GrowingSpheres,True,0.0009711250313557684,1.0,1.0,6.299122212356462,-12.70524289199032
nhanes,0,156,DiCE,True,0.0034257910447195172,1.0,1.0,6.879354476928711,-8.504192407950274
nhanes,0,156,FACE,True,0.045048583997413516,1.0,1.0,4.489630699157715,-7.8693655645008835
nhanes,0,156,GrowingSpheres,True,0.0010074159945361316,1.0,1.0,4.508001033704642,-10.078502720608661
nhanes,0,158,DiCE,True,0.0017530830227769911,1.0,1.0,5.332852363586426,-10.611890671877717
nhanes,0,158,FACE,True,0.04511745797935873,1.0,1.0,7.808078765869141,-8.649173503300663
nhanes,0,158,GrowingSpheres,True,0.0008357500191777945,1.0,1.0,6.301148237115246,-12.215809752807049
nhanes,0,161,DiCE,True,0.0013823750196024776,1.0,1.0,4.046968936920166,-8.158074914440679
nhanes,0,161,FACE,True,0.0449809999554418,1.0,1.0,2.7726070880889893,-7.458576475208217
nhanes,0,161,GrowingSpheres,True,0.00048225000500679016,1.0,1.0,3.007845203659489,-8.498165092021097
nhanes,0,162,DiCE,True,0.0017027920112013817,1.0,1.0,4.858548641204834,-7.997923419855333
nhanes,0,162,FACE,True,0.04549074999522418,1.0,1.0,5.356149673461914,-7.677564024005479
nhanes,0,162,GrowingSpheres,True,0.0005931670311838388,1.0,1.0,5.6419179967055495,-7.873945387589575
nhanes,0,165,DiCE,True,0.004237750021275133,1.0,1.0,9.288065910339355,-10.553071364865126
nhanes,0,165,FACE,True,0.045082958007697016,1.0,1.0,10.827874183654785,-7.389303859709028
nhanes,0,165,GrowingSpheres,True,0.0010772920213639736,1.0,1.0,7.768637718046023,-13.487984099540935
nhanes,0,171,DiCE,True,0.0018805839936248958,1.0,1.0,5.125582218170166,-11.15872485174656
nhanes,0,171,FACE,True,0.04517779202433303,1.0,1.0,6.844046592712402,-8.246176067396426
nhanes,0,171,GrowingSpheres,True,0.0005923330318182707,1.0,1.0,4.0868821708927205,-11.357042793993148
nhanes,0,172,DiCE,True,0.0016242080018855631,1.0,1.0,4.778050422668457,-9.951392389602656
nhanes,0,172,FACE,True,0.0449186249752529,1.0,1.0,4.165585517883301,-8.150137130403063
nhanes,0,172,GrowingSpheres,True,0.0006299999658949673,1.0,1.0,4.003189083089526,-11.319019524835468
nhanes,0,173,DiCE,True,0.0012322919792495668,1.0,1.0,3.5686497688293457,-9.666337369324422
nhanes,0,173,FACE,True,0.04499962500995025,1.0,1.0,6.9312334060668945,-8.475364591180972
